"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval","Class"
"Glycodeoxycholic Acid.Klebsiella.michiganensis.St_Abundance",-0.460190972064295,0.57444078916335,43,-0.801111238522153,0.427471861635102,"Glycodeoxycholic Acid","St_Abundance","Klebsiella.michiganensis",0.553219117512469,"Secondary BA"
"Glycodeoxycholic Acid.Parabacteroides.distasonis.St_Abundance",1.46302242467136,0.833913542488116,43,1.75440540311433,0.086485444736742,"Glycodeoxycholic Acid","St_Abundance","Parabacteroides.distasonis",0.167653520357663,"Secondary BA"
"Glycodeoxycholic Acid.Bifidobacterium.animalis.St_Abundance",-2.35272345317343,2.24586631020392,43,-1.04757947634016,0.300685249781188,"Glycodeoxycholic Acid","St_Abundance","Bifidobacterium.animalis",0.427216153433312,"Secondary BA"
"Glycodeoxycholic Acid.Parasutterella.excrementihominis.St_Abundance",1.39137534324274,1.5409013570275,43,0.902961981892728,0.3715767639068,"Glycodeoxycholic Acid","St_Abundance","Parasutterella.excrementihominis",0.498432063701467,"Secondary BA"
"Glycodeoxycholic Acid.Burkholderiales.bacterium.1_1_47.St_Abundance",1.47414842678854,1.59043211374728,43,0.926885475995099,0.359159442831943,"Glycodeoxycholic Acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.485930487230766,"Secondary BA"
"Glycodeoxycholic Acid.Streptomyces.californicus.St_Abundance",1.33450346164381,14.5449291427076,43,0.0917504271454557,0.927322443971183,"Glycodeoxycholic Acid","St_Abundance","Streptomyces.californicus",0.946451596258751,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.sp..MP111F6_2.St_Abundance",-0.100489415025822,1.52257821006917,43,-0.065999509490719,0.947684123120695,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.sp..MP111F6_2",0.962194835029567,"Secondary BA"
"Glycodeoxycholic Acid.Parasutterella.excrementihominis.CAG.233.St_Abundance",1.23038543883876,2.47201747764613,43,0.497725218354988,0.62121365611901,"Glycodeoxycholic Acid","St_Abundance","Parasutterella.excrementihominis.CAG.233",0.722017751383713,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.vestibularis.St_Abundance",-3.70337267563344,3.24419304473328,43,-1.14153893574416,0.259963114955986,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.vestibularis",0.382540095034752,"Secondary BA"
"Glycodeoxycholic Acid.Clostridia.bacterium.UC5.1.1A9.St_Abundance",4.56475021858745,3.1391471432903,43,1.45413706660558,0.153169028669102,"Glycodeoxycholic Acid","St_Abundance","Clostridia.bacterium.UC5.1.1A9",0.255493566493689,"Secondary BA"
"Glycodeoxycholic Acid.X.Clostridium..lavalense.St_Abundance",0.891105844212357,2.41425384200427,43,0.369101967949061,0.713863060398923,"Glycodeoxycholic Acid","St_Abundance","X.Clostridium..lavalense",0.798950270486493,"Secondary BA"
"Glycoursodeoxycholic Acid.Bilophila.wadsworthia.St_Abundance",0.745557986122555,1.09422204742872,43,0.681358950749093,0.499297711622819,"Glycoursodeoxycholic Acid","St_Abundance","Bilophila.wadsworthia",0.616881075904336,"Secondary BA"
"Glycoursodeoxycholic Acid.Proteus.mirabilis.St_Abundance",0.308031392706123,2.1358731554272,43,0.14421801778042,0.886002121566547,"Glycoursodeoxycholic Acid","St_Abundance","Proteus.mirabilis",0.918937168774912,"Secondary BA"
"Glycoursodeoxycholic Acid.Escherichia.coli.St_Abundance",0.826899614228233,0.455827947109919,43,1.81406080840593,0.0766499482510559,"Glycoursodeoxycholic Acid","St_Abundance","Escherichia.coli",0.151883076756251,"Secondary BA"
"Glycoursodeoxycholic Acid.X.Clostridium..aldenense.St_Abundance",0.496820358522343,0.827843246314713,43,0.600138203378507,0.551564005241513,"Glycoursodeoxycholic Acid","St_Abundance","X.Clostridium..aldenense",0.661383236710181,"Secondary BA"
"Glycoursodeoxycholic Acid.X.Clostridium..clostridioforme.St_Abundance",1.68130876212236,0.911275398679686,43,1.8450062018116,0.071931056863198,"Glycoursodeoxycholic Acid","St_Abundance","X.Clostridium..clostridioforme",0.144671844197651,"Secondary BA"
"Glycoursodeoxycholic Acid.Morganella.morganii.St_Abundance",1.24607466817767,1.73869782648693,43,0.716671205999827,0.477451731969759,"Glycoursodeoxycholic Acid","St_Abundance","Morganella.morganii",0.599096671874657,"Secondary BA"
"Glycoursodeoxycholic Acid.Fusobacterium.nucleatum.St_Abundance",-0.93330463437645,1.07310223906909,43,-0.86972573571935,0.38927947979943,"Glycoursodeoxycholic Acid","St_Abundance","Fusobacterium.nucleatum",0.516469804882413,"Secondary BA"
"Glycoursodeoxycholic Acid.Citrobacter.amalonaticus.St_Abundance",1.58566045525753,1.17026839341257,43,1.35495452511851,0.182508085190891,"Glycoursodeoxycholic Acid","St_Abundance","Citrobacter.amalonaticus",0.292012936305425,"Secondary BA"
"Glycoursodeoxycholic Acid.X.Clostridium..bolteae.St_Abundance",-1.1824968927172,1.39764593653822,43,-0.846063270964096,0.402201291256359,"Glycoursodeoxycholic Acid","St_Abundance","X.Clostridium..bolteae",0.528922246035759,"Secondary BA"
"Glycoursodeoxycholic Acid.Veillonella.parvula.St_Abundance",0.585588374477939,0.984975353180974,43,0.594520840127404,0.555279306757247,"Glycoursodeoxycholic Acid","St_Abundance","Veillonella.parvula",0.66471555957314,"Secondary BA"
"Glycoursodeoxycholic Acid.Lachnospiraceae.bacterium.CAG.364.St_Abundance",1.91262281832736,0.918698087011754,43,2.08188396750508,0.0433396587091227,"Glycoursodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.CAG.364",0.0947809570501617,"Secondary BA"
"Glycoursodeoxycholic Acid.Enterococcus.casseliflavus.St_Abundance",-3.26618864870328,3.04625031330915,43,-1.07219969233428,0.28961123485777,"Glycoursodeoxycholic Acid","St_Abundance","Enterococcus.casseliflavus",0.414872931537902,"Secondary BA"
"Glycoursodeoxycholic Acid.Flavonifractor.plautii.St_Abundance",-0.349125035208484,1.71616623700539,43,-0.203433110196648,0.839756188252707,"Glycoursodeoxycholic Acid","St_Abundance","Flavonifractor.plautii",0.88625525368053,"Secondary BA"
"Glycoursodeoxycholic Acid.Hungatella.sp..MP355B12.St_Abundance",-1.30397993367182,1.92448634521501,43,-0.677572972608508,0.501672130932432,"Glycoursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP355B12",0.618982379849876,"Secondary BA"
"Glycoursodeoxycholic Acid.Dialister.invisus.St_Abundance",-1.31300002505896,2.73315675835889,43,-0.480396896754415,0.633380268677116,"Glycoursodeoxycholic Acid","St_Abundance","Dialister.invisus",0.732189411957443,"Secondary BA"
"Glycoursodeoxycholic Acid.Hungatella.sp..MP68H3.St_Abundance",0.418949321484129,2.40023767208882,43,0.174544932093969,0.862256458527248,"Glycoursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP68H3",0.902087433514518,"Secondary BA"
"Glycoursodeoxycholic Acid.Hungatella.sp..MP42C12.St_Abundance",-0.49317028414143,5.30161085715961,43,-0.0930227241170339,0.926317579576905,"Glycoursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42C12",0.945907159187672,"Secondary BA"
"Glycoursodeoxycholic Acid.Hungatella.sp..MP42A4.St_Abundance",0.224506024871279,1.31923429774238,43,0.170179038898154,0.865667517179208,"Glycoursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42A4",0.904773069628968,"Secondary BA"
"Glycoursodeoxycholic Acid.Bifidobacterium.dentium.St_Abundance",-0.751885351066251,0.657293220786068,43,-1.1439116170513,0.258988521642282,"Glycoursodeoxycholic Acid","St_Abundance","Bifidobacterium.dentium",0.381193174188365,"Secondary BA"
"Glycoursodeoxycholic Acid.Dialister.invisus.CAG.218.St_Abundance",-1.05029432351436,2.88704638293572,43,-0.363795444964884,0.717793433215398,"Glycoursodeoxycholic Acid","St_Abundance","Dialister.invisus.CAG.218",0.802093009458207,"Secondary BA"
"Glycoursodeoxycholic Acid.Klebsiella.pneumoniae.St_Abundance",0.386026338649156,0.334604241291707,43,1.1536803513277,0.255003566237366,"Glycoursodeoxycholic Acid","St_Abundance","Klebsiella.pneumoniae",0.377140247881981,"Secondary BA"
"Glycoursodeoxycholic Acid.X.Clostridium..spiroforme.St_Abundance",-10.2166868869492,7.54889702995713,43,-1.35340127788274,0.182999717412931,"Glycoursodeoxycholic Acid","St_Abundance","X.Clostridium..spiroforme",0.292726730266096,"Secondary BA"
"Glycoursodeoxycholic Acid.Campylobacter.curvus.St_Abundance",-2.04508673418453,1.84924346270697,43,-1.10590453632908,0.274916969901007,"Glycoursodeoxycholic Acid","St_Abundance","Campylobacter.curvus",0.399372967304434,"Secondary BA"
"Glycoursodeoxycholic Acid.Ruthenibacterium.lactatiformans.St_Abundance",0.89810963481035,3.08714599295087,43,0.29091906792263,0.772511857196939,"Glycoursodeoxycholic Acid","St_Abundance","Ruthenibacterium.lactatiformans",0.840380377245467,"Secondary BA"
"Glycoursodeoxycholic Acid.Hungatella.hathewayi.St_Abundance",0.372291127329051,0.863903333094893,43,0.430940723420217,0.668664125469597,"Glycoursodeoxycholic Acid","St_Abundance","Hungatella.hathewayi",0.761346725972818,"Secondary BA"
"Glycoursodeoxycholic Acid.Ruminococcaceae.bacterium.cv2.St_Abundance",4.55658408074021,3.51611161049988,43,1.29591565499038,0.201917630422714,"Glycoursodeoxycholic Acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.315030018188194,"Secondary BA"
"Glycoursodeoxycholic Acid.Enterococcus.faecium.St_Abundance",-0.809158444518553,1.94206533237372,43,-0.416648416008512,0.679008177894389,"Glycoursodeoxycholic Acid","St_Abundance","Enterococcus.faecium",0.769853798733776,"Secondary BA"
"Glycoursodeoxycholic Acid.Ruthenibacterium.sp..VE800.03.St_Abundance",4.54255764743877,3.1682649831442,43,1.43376822065265,0.158870547465901,"Glycoursodeoxycholic Acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.262405951789533,"Secondary BA"
"Glycoursodeoxycholic Acid.Citrobacter.freundii.St_Abundance",0.523622643883184,0.924194737719004,43,0.56657176514068,0.573950733224259,"Glycoursodeoxycholic Acid","St_Abundance","Citrobacter.freundii",0.679611766586605,"Secondary BA"
"Glycoursodeoxycholic Acid.Subdoligranulum.sp..MP158A7.St_Abundance",0.4015000119435,3.34405083753181,43,0.120063967759486,0.904991713598047,"Glycoursodeoxycholic Acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.930749392686703,"Secondary BA"
"Glycoursodeoxycholic Acid.Lactococcus.lactis.St_Abundance",-0.49805411814428,4.48852972378152,43,-0.110961528338655,0.912163168078286,"Glycoursodeoxycholic Acid","St_Abundance","Lactococcus.lactis",0.936401186804752,"Secondary BA"
"Glycoursodeoxycholic Acid.Lactobacillus.paragasseri.St_Abundance",-2.02488450605608,2.38388902771638,43,-0.849403844941473,0.400361055059073,"Glycoursodeoxycholic Acid","St_Abundance","Lactobacillus.paragasseri",0.527580886322467,"Secondary BA"
"Glycoursodeoxycholic Acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",-6.01781875626049,4.65557916847923,43,-1.2926036779708,0.203050983788537,"Glycoursodeoxycholic Acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.316305141130509,"Secondary BA"
"Glycoursodeoxycholic Acid.Enterobacter.cloacae.St_Abundance",-0.0235650581744779,1.21230735433265,43,-0.0194381879234331,0.984581464926144,"Glycoursodeoxycholic Acid","St_Abundance","Enterobacter.cloacae",0.988886318301836,"Secondary BA"
"Glycoursodeoxycholic Acid.Romboutsia.sp..MP232A8.St_Abundance",-12.6926064633262,4.37196393619025,43,-2.90318187628661,0.00580774472851259,"Glycoursodeoxycholic Acid","St_Abundance","Romboutsia.sp..MP232A8",0.0183926214149645,"Secondary BA"
"Glycoursodeoxycholic Acid.Faecalibacterium.prausnitzii.St_Abundance",-0.801418498383781,1.55662208740343,43,-0.514844614418011,0.609298098879158,"Glycoursodeoxycholic Acid","St_Abundance","Faecalibacterium.prausnitzii",0.711640706735199,"Secondary BA"
"Glycoursodeoxycholic Acid.Streptococcus.salivarius.St_Abundance",-3.03469611379641,3.00697765238438,43,-1.00921804702807,0.318515590425063,"Glycoursodeoxycholic Acid","St_Abundance","Streptococcus.salivarius",0.443871235381294,"Secondary BA"
"Glycoursodeoxycholic Acid.Klebsiella.oxytoca.St_Abundance",0.035979001413011,0.51041296003609,43,0.0704899840522602,0.944130491570371,"Glycoursodeoxycholic Acid","St_Abundance","Klebsiella.oxytoca",0.959192437494965,"Secondary BA"
"Glycoursodeoxycholic Acid.Streptococcus.thermophilus.St_Abundance",2.70903989767442,1.28616300955421,43,2.10629591859696,0.0410529329018273,"Glycoursodeoxycholic Acid","St_Abundance","Streptococcus.thermophilus",0.090708507188098,"Secondary BA"
"Glycoursodeoxycholic Acid.Lactobacillus.rhamnosus.St_Abundance",-1.01208992264316,0.809124655489189,43,-1.25084548564555,0.217754292242465,"Glycoursodeoxycholic Acid","St_Abundance","Lactobacillus.rhamnosus",0.333475144691317,"Secondary BA"
"Glycoursodeoxycholic Acid.Actinomyces.graevenitzii.St_Abundance",20.8669012223906,18.6101208067382,43,1.12126629585528,0.268397455042181,"Glycoursodeoxycholic Acid","St_Abundance","Actinomyces.graevenitzii",0.392526700962099,"Secondary BA"
"Glycoursodeoxycholic Acid.Actinomyces.sp..HPA0247.St_Abundance",-2.64510161486024,7.63296496055272,43,-0.346536585524781,0.730629592245174,"Glycoursodeoxycholic Acid","St_Abundance","Actinomyces.sp..HPA0247",0.812063165253319,"Secondary BA"
"Glycoursodeoxycholic Acid.Actinomyces.oris.St_Abundance",-14.8812263753222,12.5569718478665,43,-1.18509673794089,0.242487655602793,"Glycoursodeoxycholic Acid","St_Abundance","Actinomyces.oris",0.36147251194172,"Secondary BA"
"Glycoursodeoxycholic Acid.Actinomyces.naeslundii.St_Abundance",-3.91600087522754,10.130255500611,43,-0.386564867489407,0.700984746708899,"Glycoursodeoxycholic Acid","St_Abundance","Actinomyces.naeslundii",0.788378019029838,"Secondary BA"
"Glycoursodeoxycholic Acid.Saccharomyces.cerevisiae.St_Abundance",31.5289917525726,7.38912903915649,43,4.26694290835823,0.000106875196814094,"Glycoursodeoxycholic Acid","St_Abundance","Saccharomyces.cerevisiae",0.000509956428715319,"Secondary BA"
"Glycoursodeoxycholic Acid.Rothia.mucilaginosa.St_Abundance",-7.94397564832642,7.63049189757848,43,-1.04108303304108,0.303655403234352,"Glycoursodeoxycholic Acid","St_Abundance","Rothia.mucilaginosa",0.429697847890554,"Secondary BA"
"Glycoursodeoxycholic Acid.Clostridium.sp..C105KSO14.St_Abundance",-1.06122564381794,1.65957779484777,43,-0.63945519584111,0.52591909257488,"Glycoursodeoxycholic Acid","St_Abundance","Clostridium.sp..C105KSO14",0.639091555534031,"Secondary BA"
"Glycoursodeoxycholic Acid.Roseburia.intestinalis.St_Abundance",-0.201824899551693,1.06449664139235,43,-0.189596558320475,0.850517440800299,"Glycoursodeoxycholic Acid","St_Abundance","Roseburia.intestinalis",0.894169365679556,"Secondary BA"
"Glycoursodeoxycholic Acid.Blautia.sp..VE303.05.St_Abundance",-0.770108846514141,0.646620637637704,43,-1.19097474112112,0.240196434394393,"Glycoursodeoxycholic Acid","St_Abundance","Blautia.sp..VE303.05",0.358871885255456,"Secondary BA"
"Glycoursodeoxycholic Acid.Anaerotruncus.colihominis.St_Abundance",0.308763545112752,4.67442619691055,43,0.066053785450035,0.947641164116501,"Glycoursodeoxycholic Acid","St_Abundance","Anaerotruncus.colihominis",0.962194835029567,"Secondary BA"
"Glycoursodeoxycholic Acid.Eggerthella.lenta.St_Abundance",3.85335204121761,4.04747856918066,43,0.952037663783765,0.346398959357768,"Glycoursodeoxycholic Acid","St_Abundance","Eggerthella.lenta",0.4728434012286,"Secondary BA"
"Glycoursodeoxycholic Acid.Roseburia.inulinivorans.St_Abundance",1.08720997023326,2.39508787509993,43,0.453933227893737,0.652159814909784,"Glycoursodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans",0.748108948248543,"Secondary BA"
"Glycoursodeoxycholic Acid.Roseburia.intestinalis.CAG.13.St_Abundance",-0.666476695525127,1.83790156912687,43,-0.362629156381727,0.718658308010417,"Glycoursodeoxycholic Acid","St_Abundance","Roseburia.intestinalis.CAG.13",0.802919964759944,"Secondary BA"
"Glycoursodeoxycholic Acid.X.Clostridium..symbiosum.St_Abundance",-0.402932493048281,0.675219142443099,43,-0.596743290763912,0.553807874610533,"Glycoursodeoxycholic Acid","St_Abundance","X.Clostridium..symbiosum",0.663579033065378,"Secondary BA"
"Glycoursodeoxycholic Acid.Clostridioides.difficile.St_Abundance",0.250707524066652,0.767122445617774,43,0.326815524039,0.745392986313682,"Glycoursodeoxycholic Acid","St_Abundance","Clostridioides.difficile",0.821797683916627,"Secondary BA"
"Glycoursodeoxycholic Acid.Blautia.producta.St_Abundance",0.974066552871085,1.61103674499394,43,0.604620941078999,0.548608239667135,"Glycoursodeoxycholic Acid","St_Abundance","Blautia.producta",0.658452733259752,"Secondary BA"
"Glycoursodeoxycholic Acid.Actinomyces.sp..ICM47.St_Abundance",2.68667234776564,11.7834388669722,43,0.228004097793226,0.820723809360128,"Glycoursodeoxycholic Acid","St_Abundance","Actinomyces.sp..ICM47",0.872833257573469,"Secondary BA"
"Glycoursodeoxycholic Acid.Blautia.coccoides.St_Abundance",1.80847858363291,1.61611727858819,43,1.11902682286322,0.26934098189477,"Glycoursodeoxycholic Acid","St_Abundance","Blautia.coccoides",0.393638081242255,"Secondary BA"
"Glycoursodeoxycholic Acid.Lachnoclostridium.sp..MP625H6_ig1.St_Abundance",-1.83466757296636,5.34917134903429,43,-0.342981642062668,0.733283428659637,"Glycoursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H6_ig1",0.813678493768156,"Secondary BA"
"Glycoursodeoxycholic Acid.Lachnoclostridium.sp..MP403G7.St_Abundance",-2.52476727674065,4.98538336733573,43,-0.506433927084314,0.615139033831241,"Glycoursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP403G7",0.716106658983649,"Secondary BA"
"Glycoursodeoxycholic Acid.Lachnospiraceae.bacterium.7_1_58FAA.St_Abundance",0.615354786890759,0.796546187080035,43,0.772528695600836,0.444026997992897,"Glycoursodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.7_1_58FAA",0.568920647627553,"Secondary BA"
"Glycoursodeoxycholic Acid.Roseburia.inulinivorans.CAG.15.St_Abundance",0.732239062295238,2.57606390504746,43,0.284247242803453,0.777585270737861,"Glycoursodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans.CAG.15",0.843269003774393,"Secondary BA"
"Glycoursodeoxycholic Acid.Lachnoclostridium.sp..MP625H7_ig1.St_Abundance",-2.83720855076878,2.63502174944492,43,-1.07673060056011,0.287604626342001,"Glycoursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H7_ig1",0.412964151510709,"Secondary BA"
"Glycoursodeoxycholic Acid.Anaeromassilibacillus.sp..An250.St_Abundance",0.314654769177417,3.08850425175374,43,0.101879338193803,0.919326058087744,"Glycoursodeoxycholic Acid","St_Abundance","Anaeromassilibacillus.sp..An250",0.941277492139505,"Secondary BA"
"Glycoursodeoxycholic Acid.Absiella.sp..VE303.07.St_Abundance",-1.11098133745168,0.724153063676959,43,-1.53418026267894,0.13231097375013,"Glycoursodeoxycholic Acid","St_Abundance","Absiella.sp..VE303.07",0.228217801866676,"Secondary BA"
"Glycoursodeoxycholic Acid.Lachnoclostridium.sp..VE303.01.St_Abundance",-1.0454037265459,2.17068500841724,43,-0.481600841435839,0.632531572749668,"Glycoursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..VE303.01",0.731602782939375,"Secondary BA"
"Glycoursodeoxycholic Acid.Tyzzerella.sp..MP10F1re.St_Abundance",1.88498156349282,0.800081416298768,43,2.35598718467038,0.0231021128357686,"Glycoursodeoxycholic Acid","St_Abundance","Tyzzerella.sp..MP10F1re",0.0563919505729274,"Secondary BA"
"Glycoursodeoxycholic Acid.Anaerostipes.caccae.St_Abundance",0.434483976628705,1.16600619635749,43,0.37262578705499,0.711257407871881,"Glycoursodeoxycholic Acid","St_Abundance","Anaerostipes.caccae",0.7965946112449,"Secondary BA"
"Glycoursodeoxycholic Acid.X.Ruminococcus..gnavus.St_Abundance",2.28857650637391,1.78053328821888,43,1.28533205277125,0.205556135409643,"Glycoursodeoxycholic Acid","St_Abundance","X.Ruminococcus..gnavus",0.318993225574351,"Secondary BA"
